CustomerID,Recency,Frequency,Monetary,Churn_Prob,KMeans_Cluster
CUST000123,42,4,2268.66,0.0,3
CUST000126,782,4,1522.33,0.0,3
CUST000127,107,2,2003.3899999999999,0.0,0
CUST000128,462,2,3416.25,0.0,3
CUST000131,1347,1,2466.19,1.0,2
CUST000132,1617,1,816.11,1.0,2
CUST000133,1257,1,359.95,1.0,2
CUST000134,730,2,4020.4700000000003,0.0,3
CUST000135,266,2,2008.2199999999998,0.0,0
CUST000136,1032,1,297.72,1.0,2
CUST000137,109,4,4621.53,0.0,1
CUST000138,12,6,5457.71,0.0,1
CUST000139,76,6,5485.71,0.0,1
CUST000141,887,2,538.3499999999999,0.0,2
CUST000144,1801,1,203.06,1.0,2
CUST000145,1695,1,2649.96,1.0,2
CUST000146,98,3,1374.51,0.0,3
CUST000147,824,2,1693.52,0.0,0
CUST000148,591,1,783.58,1.0,0
CUST000149,122,2,1270.2,0.0,0
CUST000150,1137,1,1379.35,1.0,2
CUST000151,501,3,1911.28,0.0,3
CUST000152,1195,5,1459.8200000000002,0.0,3
CUST000153,663,1,57.05,1.0,0
CUST000154,468,2,1370.74,0.0,0
CUST000155,1650,1,1761.45,1.0,2
CUST000156,191,2,1777.3300000000002,0.0,0
CUST000157,1381,2,1238.46,0.0,2
CUST000158,900,3,2935.9799999999996,0.0,3
CUST000159,291,2,2122.01,0.0,0
CUST000160,965,5,1988.1599999999999,0.0,3
CUST000161,163,3,2252.22,0.0,3
CUST000162,431,1,745.36,1.0,0
CUST000163,1437,1,1089.83,1.0,2
CUST000164,425,5,4248.28,0.0,1
CUST000165,454,1,865.32,1.0,0
CUST000166,589,2,2935.2799999999997,0.0,3
CUST000167,1493,1,171.97,1.0,2
CUST000169,103,4,6813.650000000001,0.0,1
CUST000170,370,4,4652.0,0.0,1
CUST000171,179,1,220.37,1.0,0
CUST000172,1233,1,1376.02,1.0,2
CUST000173,771,1,366.02,1.0,0
CUST000174,485,2,1203.62,0.0,0
CUST000176,940,1,522.94,1.0,2
CUST000177,37,2,1544.04,0.0,0
CUST000178,366,2,871.72,0.0,0
CUST000179,1463,1,185.21,1.0,2
CUST000180,147,7,4954.05,0.0,1
CUST000183,20,3,2221.32,0.0,3
CUST000184,294,1,1150.3,1.0,0
CUST000185,368,2,506.41999999999996,0.0,0
CUST000186,1816,1,1002.32,1.0,2
CUST000188,706,4,3356.62,0.0,3
CUST000190,908,1,264.69,1.0,2
CUST000191,362,2,1908.93,0.0,0
CUST000192,82,3,1889.94,0.0,3
CUST000193,970,2,1386.3799999999999,0.0,2
CUST000194,786,1,741.08,1.0,0
CUST000195,400,1,766.71,1.0,0
CUST000196,1801,1,688.99,1.0,2
CUST000197,1005,2,2167.21,0.0,2
CUST000198,913,1,612.66,1.0,2
CUST000199,198,2,1247.08,0.0,0
CUST000200,77,5,3271.38,0.0,1
CUST000203,603,3,2907.8599999999997,0.0,3
CUST000204,755,1,2100.89,1.0,0
CUST000206,508,2,620.13,0.0,0
CUST000207,1390,1,156.56,1.0,2
CUST000208,562,1,496.0,1.0,0
CUST000209,18,4,4162.34,0.0,1
CUST000210,400,2,1759.0,0.0,0
CUST000211,618,5,3642.16,0.0,1
CUST000212,1756,1,137.06,1.0,2
CUST000213,862,2,3546.0899999999997,0.0,3
CUST000214,402,1,1103.48,1.0,0
CUST000215,14,6,6449.26,0.0,1
CUST000216,1764,1,1329.02,1.0,2
CUST000217,240,2,1414.0,0.0,0
CUST000218,792,2,352.54,0.0,0
CUST000219,1065,2,4528.4400000000005,0.0,3
CUST000220,530,3,3360.69,0.0,3
CUST000222,1106,1,60.97,1.0,2
CUST000223,119,4,3212.6,0.0,3
CUST000224,1686,1,444.57,1.0,2
CUST000225,1490,1,454.69,1.0,2
CUST000227,433,1,695.74,1.0,0
CUST000228,1167,2,408.04999999999995,0.0,2
CUST000229,217,3,3046.15,0.0,3
CUST000231,957,2,692.5,0.0,2
CUST000232,196,3,1541.58,0.0,3
CUST000233,457,1,149.9,1.0,0
CUST000234,132,5,5256.79,0.0,1
CUST000235,117,3,3904.91,0.0,3
CUST000236,125,2,401.95000000000005,0.0,0
CUST000237,25,5,2050.62,0.0,3
CUST000238,274,1,646.08,1.0,0
CUST000239,562,2,5681.43,0.0,3
CUST000240,621,4,3409.9100000000003,0.0,3
CUST000241,617,1,405.87,1.0,0
CUST000242,557,3,3811.33,0.0,3
CUST000243,1292,1,63.36,1.0,2
CUST000244,65,4,3135.63,0.0,3
CUST000245,95,2,1918.59,0.0,0
CUST000246,331,2,999.51,0.0,0
CUST000247,510,2,2537.7,0.0,3
CUST000248,142,1,1315.7,1.0,0
CUST000250,505,3,2821.67,0.0,3
CUST000251,1056,1,631.14,1.0,2
CUST000253,784,2,1117.06,0.0,0
CUST000254,752,1,1652.07,1.0,0
CUST000255,912,4,4603.94,0.0,1
CUST000256,982,1,425.63,1.0,2
CUST000257,843,1,23.02,1.0,2
CUST000258,1103,1,1265.93,1.0,2
CUST000259,85,1,861.46,1.0,0
CUST000260,641,1,323.5,1.0,0
CUST000261,385,1,1140.8,1.0,0
CUST000264,446,4,3347.27,0.0,3
CUST000265,820,1,1330.1,1.0,0
CUST000266,633,1,974.3,1.0,0
CUST000267,1115,2,2448.95,0.0,2
CUST000268,407,3,2834.88,0.0,3
CUST000269,512,2,1559.0700000000002,0.0,0
CUST000270,725,3,1388.69,0.0,3
CUST000272,637,2,1452.44,0.0,0
CUST000275,136,2,909.17,0.0,0
CUST000276,772,1,438.33,1.0,0
CUST000277,51,2,745.67,0.0,0
CUST000278,232,6,4338.08,0.0,1
CUST000279,1337,1,2344.4,1.0,2
CUST000280,996,2,3469.6,0.0,3
CUST000281,180,2,607.02,0.0,0
CUST000282,278,3,3750.21,0.0,3
CUST000283,1462,1,794.08,1.0,2
CUST000284,261,2,1542.08,0.0,0
CUST000285,104,4,3503.91,0.0,1
CUST000287,541,1,2316.48,1.0,0
CUST000289,1046,2,1851.4199999999998,0.0,2
CUST000290,1317,1,1637.91,1.0,2
CUST000291,260,1,225.4,1.0,0
CUST000292,117,3,1219.02,0.0,3
CUST000293,542,2,1838.54,0.0,0
CUST000294,903,3,1887.68,0.0,3
CUST000295,920,4,5394.02,0.0,1
CUST000296,210,2,1004.28,0.0,0
CUST000297,1285,2,1406.33,0.0,2
CUST000302,1515,1,314.13,1.0,2
CUST000304,1277,2,3274.6800000000003,0.0,2
CUST000305,521,1,2304.93,1.0,0
CUST000306,347,3,2707.33,0.0,3
CUST000307,555,1,1816.25,1.0,0
CUST000310,735,1,1645.06,1.0,0
CUST000311,784,3,1725.4,0.0,3
CUST000312,719,3,2584.56,0.0,3
CUST000313,501,3,3698.21,0.0,3
CUST000314,1345,1,90.6,1.0,2
CUST000315,981,1,336.82,1.0,2
CUST000316,473,1,2336.11,1.0,0
CUST000317,365,3,2709.2799999999997,0.0,3
CUST000318,896,1,1377.06,1.0,2
CUST000320,1050,1,1050.53,1.0,2
CUST000321,1607,1,744.8,1.0,2
CUST000322,850,2,1234.93,0.0,0
CUST000323,1410,1,526.98,1.0,2
CUST000325,496,3,5719.84,0.0,1
CUST000326,551,4,3179.62,0.0,3
CUST000327,787,1,1120.75,1.0,0
CUST000328,590,3,4764.299999999999,0.0,1
CUST000329,918,1,58.53,1.0,2
CUST000331,278,7,4340.49,0.0,1
CUST000332,1207,1,1079.76,1.0,2
CUST000333,864,2,1217.78,0.0,2
CUST000334,357,1,41.59,1.0,0
CUST000335,72,5,2108.65,0.0,3
CUST000336,545,1,2615.24,1.0,0
CUST000337,425,1,875.36,1.0,0
CUST000338,415,2,1210.45,0.0,0
CUST000339,2,5,5584.96,0.0,1
CUST000340,35,6,5169.45,0.0,1
CUST000341,184,3,2239.38,0.0,3
CUST000342,821,3,1587.04,0.0,3
CUST000343,307,3,4014.76,0.0,3
CUST000344,297,2,722.5899999999999,0.0,0
CUST000345,174,2,519.96,0.0,0
CUST000346,1323,1,1988.09,1.0,2
CUST000348,92,2,1167.3,0.0,0
CUST000349,1519,1,2307.31,1.0,2
CUST000350,412,1,743.17,1.0,0
CUST000352,72,3,3333.27,0.0,3
CUST000353,303,4,5644.7300000000005,0.0,1
CUST000354,36,3,2930.54,0.0,3
CUST000356,1708,1,711.8,1.0,2
CUST000357,261,3,1229.53,0.0,3
CUST000359,1260,1,1185.32,1.0,2
CUST000360,96,3,1967.07,0.0,3
CUST000361,400,4,5319.34,0.0,1
CUST000362,139,1,545.13,1.0,0
CUST000363,257,2,1033.63,0.0,0
CUST000365,1522,1,638.53,1.0,2
CUST000366,1367,2,1130.37,0.0,2
CUST000367,4,3,3367.7799999999997,0.0,3
CUST000368,773,1,2303.63,1.0,0
CUST000369,970,4,3131.52,0.0,3
CUST000370,19,1,399.08,1.0,0
CUST000372,1785,1,396.62,1.0,2
CUST000373,82,5,3070.69,0.0,1
CUST000374,754,2,732.73,0.0,0
CUST000375,157,2,824.03,0.0,0
CUST000376,1026,1,2018.6,1.0,2
CUST000377,414,2,1481.12,0.0,0
CUST000378,1314,1,1717.39,1.0,2
CUST000380,328,2,802.83,0.0,0
CUST000381,908,2,934.69,0.0,2
CUST000382,112,3,1729.0700000000002,0.0,3
CUST000384,968,3,3636.5,0.0,3
CUST000385,1031,2,2442.5899999999997,0.0,2
CUST000386,1199,3,4708.38,0.0,3
CUST000387,202,2,3821.1,0.0,3
CUST000388,737,4,4863.29,0.0,1
CUST000389,218,2,1353.6399999999999,0.0,0
CUST000390,1050,2,2218.9900000000002,0.0,2
CUST000391,115,2,2924.38,0.0,3
CUST000393,330,1,1622.7,1.0,0
CUST000394,366,2,199.8,0.0,0
CUST000396,228,5,3901.5,0.0,1
CUST000397,4,1,695.94,1.0,0
CUST000398,1009,2,551.45,0.0,2
CUST000399,183,4,1493.53,0.0,3
CUST000400,1368,1,1533.83,1.0,2
CUST000401,130,2,2218.3,0.0,0
CUST000402,555,2,2083.88,0.0,0
CUST000403,22,3,1291.94,0.0,3
CUST000404,984,1,21.89,1.0,2
CUST000405,646,1,228.11,1.0,0
CUST000406,294,3,2251.38,0.0,3
CUST000407,683,1,1043.36,1.0,0
CUST000408,78,2,854.3900000000001,0.0,0
CUST000409,1115,2,2014.04,0.0,2
CUST000410,291,6,6184.72,0.0,1
CUST000411,294,6,4765.58,0.0,1
CUST000412,750,3,1705.48,0.0,3
CUST000413,346,2,196.26,0.0,0
CUST000414,643,1,1404.09,1.0,0
CUST000415,54,2,2055.1,0.0,0
CUST000416,818,3,3223.82,0.0,3
CUST000417,674,2,1989.6599999999999,0.0,0
CUST000418,761,1,2153.32,1.0,0
CUST000419,835,2,1732.47,0.0,0
CUST000420,699,1,520.47,1.0,0
CUST000423,338,2,3428.98,0.0,3
CUST000424,1770,1,883.22,1.0,2
CUST000425,704,2,2542.84,0.0,3
CUST000426,395,1,1936.49,1.0,0
CUST000427,4,1,490.89,1.0,0
CUST000428,888,1,413.32,1.0,2
CUST000429,483,3,1985.52,0.0,3
CUST000431,266,3,2645.48,0.0,3
CUST000432,642,2,242.5,0.0,0
CUST000433,78,5,4240.62,0.0,1
CUST000434,923,1,1740.08,1.0,2
CUST000435,137,3,3605.3900000000003,0.0,3
CUST000436,336,2,4516.87,0.0,3
CUST000438,1647,2,1924.12,0.0,2
CUST000439,1712,1,1824.72,1.0,2
CUST000440,537,4,2921.29,0.0,3
CUST000441,1554,1,2035.71,1.0,2
CUST000442,1485,2,1720.72,0.0,2
CUST000443,959,2,439.15,0.0,2
CUST000444,994,1,1018.92,1.0,2
CUST000445,613,4,2871.08,0.0,3
CUST000446,35,2,3100.91,0.0,3
CUST000447,61,6,4679.7699999999995,0.0,1
CUST000449,26,3,4869.67,0.0,1
CUST000450,191,4,4411.53,0.0,1
CUST000452,709,1,303.84,1.0,0
CUST000453,240,3,2263.35,0.0,3
CUST000454,118,2,2728.45,0.0,3
CUST000455,670,3,3823.3,0.0,3
CUST000456,725,3,699.65,0.0,0
CUST000457,462,1,636.09,1.0,0
CUST000458,1277,4,2615.8199999999997,0.0,3
CUST000459,511,4,5993.9800000000005,0.0,1
CUST000460,550,2,900.4,0.0,0
CUST000461,1441,2,732.8199999999999,0.0,2
CUST000462,151,4,3903.6800000000003,0.0,1
CUST000463,153,3,3741.32,0.0,3
CUST000464,522,2,1520.94,0.0,0
CUST000465,1264,1,2569.71,1.0,2
CUST000466,40,5,5865.030000000001,0.0,1
CUST000467,140,1,241.1,1.0,0
CUST000468,120,1,1551.74,1.0,0
CUST000469,88,4,2450.24,0.0,3
CUST000470,547,3,3492.46,0.0,3
CUST000471,1744,1,686.75,1.0,2
CUST000472,1417,2,1843.8999999999999,0.0,2
CUST000473,507,1,824.96,1.0,0
CUST000474,885,1,612.99,1.0,2
CUST000475,793,1,138.52,1.0,0
CUST000476,385,2,3853.65,0.0,3
CUST000477,183,2,3472.48,0.0,3
CUST000478,713,3,5117.389999999999,0.0,1
CUST000479,598,1,841.03,1.0,0
CUST000480,37,2,3165.14,0.0,3
CUST000482,69,1,1135.99,1.0,0
CUST000483,442,3,1131.52,0.0,3
CUST000484,569,2,3297.99,0.0,3
CUST000485,22,3,1533.24,0.0,3
CUST000486,1654,1,3096.71,1.0,2
CUST000487,1614,1,1175.07,1.0,2
CUST000488,221,5,2262.05,0.0,3
CUST000489,256,2,2078.66,0.0,0
CUST000490,231,5,5636.639999999999,0.0,1
CUST000491,198,3,879.86,0.0,0
CUST000493,770,3,1471.3500000000001,0.0,3
CUST000495,85,2,1502.4899999999998,0.0,0
CUST000496,1271,1,739.05,1.0,2
CUST000497,307,4,4356.110000000001,0.0,1
CUST000498,674,4,4998.37,0.0,1
CUST000500,572,3,2722.52,0.0,3
CUST000502,579,2,390.01,0.0,0
CUST000503,1601,1,443.54,1.0,2
CUST000504,158,1,116.69,1.0,0
CUST000505,307,3,2823.8599999999997,0.0,3
CUST000507,323,1,283.36,1.0,0
CUST000508,638,2,1307.23,0.0,0
CUST000510,1187,2,341.54,0.0,2
CUST000511,172,2,1567.84,0.0,0
CUST000513,1578,1,983.61,1.0,2
CUST000514,13,2,1012.2900000000001,0.0,0
CUST000515,57,4,2377.04,0.0,3
CUST000516,1011,2,2424.68,0.0,2
CUST000517,147,1,23.94,1.0,0
CUST000519,1106,1,144.84,1.0,2
CUST000521,88,4,3013.17,0.0,3
CUST000522,1015,3,2341.67,0.0,3
CUST000523,655,1,2403.72,1.0,0
CUST000524,1458,1,1446.11,1.0,2
CUST000525,29,3,1053.61,0.0,3
CUST000526,831,2,1409.25,0.0,0
CUST000528,96,3,3153.5899999999997,0.0,3
CUST000529,941,1,2616.24,1.0,2
CUST000530,885,1,426.2,1.0,2
CUST000531,198,1,113.9,1.0,0
CUST000532,330,5,4011.67,0.0,1
CUST000533,19,3,1859.52,0.0,3
CUST000534,74,4,4668.89,0.0,1
CUST000535,1067,3,987.25,0.0,2
CUST000536,303,4,3583.52,0.0,1
CUST000537,591,5,2472.86,0.0,3
CUST000538,1255,2,3276.75,0.0,2
CUST000539,41,2,1411.02,0.0,0
CUST000541,907,1,958.75,1.0,2
CUST000543,191,2,1702.19,0.0,0
CUST000544,925,1,283.67,1.0,2
CUST000545,1739,1,1293.68,1.0,2
CUST000546,301,2,469.65999999999997,0.0,0
CUST000547,177,3,710.96,0.0,0
CUST000552,601,1,451.82,1.0,0
CUST000553,489,1,1121.69,1.0,0
CUST000555,137,5,3334.34,0.0,1
CUST000556,1443,1,1240.97,1.0,2
CUST000557,157,2,624.48,0.0,0
CUST000558,1194,1,442.15,1.0,2
CUST000559,1509,1,770.12,1.0,2
CUST000560,1698,1,472.63,1.0,2
CUST000561,1192,1,325.19,1.0,2
CUST000562,259,2,1886.72,0.0,0
CUST000563,910,2,809.9499999999999,0.0,2
CUST000564,277,3,1728.0500000000002,0.0,3
CUST000565,700,3,3452.0,0.0,3
CUST000566,305,2,4822.41,0.0,3
CUST000567,199,4,5285.51,0.0,1
CUST000569,1292,2,3191.81,0.0,2
CUST000570,55,1,2069.04,1.0,0
CUST000571,425,3,1463.6999999999998,0.0,3
CUST000572,1023,2,2644.19,0.0,2
CUST000573,401,1,629.92,1.0,0
CUST000575,105,2,2514.73,0.0,3
CUST000576,949,1,1786.15,1.0,2
CUST000577,868,3,4071.63,0.0,3
CUST000578,1189,1,162.4,1.0,2
CUST000579,813,4,3976.29,0.0,1
CUST000581,211,4,2454.83,0.0,3
CUST000582,779,2,2322.17,0.0,3
CUST000584,100,3,1258.3600000000001,0.0,3
CUST000585,811,2,4138.639999999999,0.0,3
CUST000587,202,2,691.4300000000001,0.0,0
CUST000588,77,4,6342.2,0.0,1
CUST000589,461,3,1904.05,0.0,3
CUST000590,512,1,1391.54,1.0,0
CUST000591,669,3,2110.22,0.0,3
CUST000592,1365,4,4430.22,0.0,1
CUST000593,449,2,1491.62,0.0,0
CUST000594,350,3,2532.09,0.0,3
CUST000595,20,2,2701.43,0.0,3
CUST000596,267,3,1513.54,0.0,3
CUST000597,910,1,440.07,1.0,2
CUST000599,80,2,2238.65,0.0,0
CUST000600,901,1,956.48,1.0,2
CUST000602,350,3,4130.71,0.0,3
CUST000603,1298,3,2783.98,0.0,2
CUST000604,1592,2,1426.49,0.0,2
CUST000605,312,2,1528.85,0.0,0
CUST000606,90,1,344.87,1.0,0
CUST000607,772,4,2799.47,0.0,3
CUST000608,124,4,6997.16,0.0,1
CUST000609,1178,1,478.42,1.0,2
CUST000610,976,2,832.42,0.0,2
CUST000611,1057,1,663.96,1.0,2
CUST000612,1114,2,1097.87,0.0,2
CUST000613,591,4,4296.8099999999995,0.0,1
CUST000614,576,2,3342.64,0.0,3
CUST000615,444,3,1459.3,0.0,3
CUST000616,149,2,494.84000000000003,0.0,0
CUST000618,314,2,1211.22,0.0,0
CUST000619,710,2,1623.21,0.0,0
CUST000620,570,3,2275.54,0.0,3
CUST000621,887,5,4927.14,0.0,1
CUST000622,951,1,1941.03,1.0,2
CUST000623,1222,3,3811.8599999999997,0.0,3
CUST000624,234,5,4504.14,0.0,1
CUST000625,440,3,2010.1100000000001,0.0,3
CUST000627,382,2,690.53,0.0,0
CUST000628,523,1,417.31,1.0,0
CUST000629,395,2,914.9300000000001,0.0,0
CUST000630,875,1,197.66,1.0,2
CUST000631,1630,2,1006.01,0.0,2
CUST000632,358,4,3080.06,0.0,3
CUST000633,152,1,468.18,1.0,0
CUST000634,852,3,3474.51,0.0,3
CUST000635,1286,1,2247.71,1.0,2
CUST000637,1442,2,2231.6400000000003,0.0,2
CUST000638,238,2,1637.3600000000001,0.0,0
CUST000639,739,3,3299.8599999999997,0.0,3
CUST000640,770,1,1180.46,1.0,0
CUST000641,1580,1,1430.92,1.0,2
CUST000642,411,2,2368.6800000000003,0.0,3
CUST000643,637,3,3700.9799999999996,0.0,3
CUST000644,27,2,2112.42,0.0,0
CUST000645,1299,1,1821.95,1.0,2
CUST000646,273,6,4670.71,0.0,1
CUST000647,91,3,1419.42,0.0,3
CUST000649,534,4,1590.55,0.0,3
CUST000650,759,3,5143.33,0.0,1
CUST000651,411,2,1732.89,0.0,0
CUST000653,193,2,2075.44,0.0,0
CUST000654,1181,1,95.02,1.0,2
CUST000655,186,5,6654.84,0.0,1
CUST000656,437,3,1879.1,0.0,3
CUST000659,1222,1,1211.22,1.0,2
CUST000660,128,2,1968.98,0.0,0
CUST000661,991,1,996.17,1.0,2
CUST000662,301,3,1085.88,0.0,3
CUST000663,1269,1,408.49,1.0,2
CUST000665,55,7,8221.869999999999,0.0,1
CUST000666,749,4,3428.1899999999996,0.0,3
CUST000667,841,1,2305.51,1.0,2
CUST000668,158,2,4399.54,0.0,3
CUST000670,1316,2,1252.3400000000001,0.0,2
CUST000671,701,3,1613.46,0.0,3
CUST000672,235,2,2551.11,0.0,3
CUST000673,134,4,3813.89,0.0,1
CUST000674,208,2,1745.5400000000002,0.0,0
CUST000676,344,2,639.55,0.0,0
CUST000677,731,2,1663.94,0.0,0
CUST000678,1510,1,606.92,1.0,2
CUST000679,259,1,676.84,1.0,0
CUST000680,1201,2,1378.41,0.0,2
CUST000681,206,4,4246.35,0.0,1
CUST000682,744,2,2622.13,0.0,3
CUST000683,316,2,546.4,0.0,0
CUST000684,1048,2,2222.95,0.0,2
CUST000685,1280,1,151.08,1.0,2
CUST000686,1059,3,2927.6099999999997,0.0,3
CUST000687,1625,1,457.3,1.0,2
CUST000688,597,2,415.44,0.0,0
CUST000689,396,3,1040.06,0.0,3
CUST000690,1243,1,1156.34,1.0,2
CUST000692,706,2,1239.6399999999999,0.0,0
CUST000693,316,2,1207.3100000000002,0.0,0
CUST000694,847,3,774.92,0.0,0
CUST000695,1442,2,1324.97,0.0,2
CUST000696,550,4,2246.3599999999997,0.0,3
CUST000697,429,4,6096.06,0.0,1
CUST000698,87,1,1424.81,1.0,0
CUST000700,699,2,2674.75,0.0,3
CUST000701,649,1,2893.09,1.0,0
CUST000702,721,2,2273.4,0.0,3
CUST000703,27,3,6229.2,0.0,1
CUST000704,503,1,2874.12,1.0,0
CUST000706,6,1,1368.63,1.0,0
CUST000707,221,2,1978.27,0.0,0
CUST000708,600,1,43.76,1.0,0
CUST000709,1205,1,173.32,1.0,2
CUST000710,49,3,2859.53,0.0,3
CUST000712,394,1,233.43,1.0,0
CUST000713,93,4,7634.469999999999,0.0,1
CUST000715,1074,2,2118.12,0.0,2
CUST000716,391,3,1855.89,0.0,3
CUST000717,1815,1,395.41,1.0,2
CUST000718,808,3,3093.8100000000004,0.0,3
CUST000719,683,1,799.72,1.0,0
CUST000720,882,1,1524.95,1.0,2
CUST000721,35,4,4205.45,0.0,1
CUST000722,23,1,604.84,1.0,0
CUST000723,349,4,2927.33,0.0,3
CUST000724,943,2,1142.52,0.0,2
CUST000725,1541,3,3091.1099999999997,0.0,2
CUST000726,329,2,2055.94,0.0,0
CUST000727,172,1,211.89,1.0,0
CUST000728,230,2,1879.42,0.0,0
CUST000729,754,1,1411.49,1.0,0
CUST000730,494,3,1877.21,0.0,3
CUST000731,323,3,1533.1100000000001,0.0,3
CUST000732,884,2,619.8100000000001,0.0,2
CUST000733,341,2,986.1,0.0,0
CUST000734,700,2,2602.07,0.0,3
CUST000735,628,3,3427.9,0.0,3
CUST000736,103,2,766.86,0.0,0
CUST000737,347,2,1167.88,0.0,0
CUST000738,800,1,298.7,1.0,0
CUST000739,326,2,2612.7200000000003,0.0,3
CUST000740,584,3,1609.23,0.0,3
CUST000741,730,2,1751.7199999999998,0.0,0
CUST000742,841,1,453.4,1.0,2
CUST000743,1629,2,1541.3600000000001,0.0,2
CUST000744,495,1,847.46,1.0,0
CUST000745,866,4,4740.9400000000005,0.0,1
CUST000746,110,3,1717.8,0.0,3
CUST000747,1296,1,296.89,1.0,2
CUST000748,1073,1,1169.37,1.0,2
CUST000749,173,2,1283.01,0.0,0
CUST000750,367,1,587.47,1.0,0
CUST000752,39,4,895.36,0.0,3
CUST000753,1661,1,135.99,1.0,2
CUST000754,788,3,3761.5200000000004,0.0,3
CUST000755,232,2,751.47,0.0,0
CUST000756,679,4,2424.13,0.0,3
CUST000757,972,2,647.03,0.0,2
CUST000758,131,2,2622.29,0.0,3
CUST000759,1125,2,3279.17,0.0,2
